Gene stable ID,Gene name,Gene description,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand
ENSBTAG00000021853,IP6K2,inositol hexakisphosphate kinase 2 [Source:VGNC Symbol_Acc:VGNC:30238],22,51175603,51199445,1
ENSBTAG00000048839,,urotensin 2 [Source:NCBI gene (formerly Entrezgene)_Acc:100295833],16,45524414,45530359,1
ENSBTAG00000052111,,,25,10029228,10045143,-1
ENSBTAG00000043599,SNORD115,Small nucleolar RNA SNORD115 [Source:RFAM_Acc:RF00105],21,2192640,2192719,1
ENSBTAG00000015183,TPCN2,two pore segment channel 2 [Source:VGNC Symbol_Acc:VGNC:36244],29,46378071,46413304,1
ENSBTAG00000048710,,,25,10047029,10057058,-1
ENSBTAG00000002612,FANCM,Fanconi anemia complementation group M [Source:NCBI gene (formerly Entrezgene)_Acc:513626],21,54856691,54947082,1
ENSBTAG00000042769,SNORD115,Small nucleolar RNA SNORD115 [Source:RFAM_Acc:RF00105],21,2195192,2195270,1
ENSBTAG00000050650,,,25,10058673,10077487,-1
ENSBTAG00000042468,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],5,81365127,81365228,-1
ENSBTAG00000042719,SNORD115,Small nucleolar RNA SNORD115 [Source:RFAM_Acc:RF00105],21,2197250,2197329,1
ENSBTAG00000053303,C5H12orf4,chromosome 5 C12orf4 homolog [Source:NCBI gene (formerly Entrezgene)_Acc:515243],5,105596335,105636049,1
ENSBTAG00000046177,IGFN1,immunoglobulin like and fibronectin type III domain containing 1 [Source:VGNC Symbol_Acc:VGNC:59401],16,79714751,79750062,1
ENSBTAG00000053185,SNORD115,Small nucleolar RNA SNORD115 [Source:RFAM_Acc:RF00105],21,2199356,2199436,1
ENSBTAG00000003432,ZAN,zonadhesin [Source:VGNC Symbol_Acc:VGNC:99806],25,35829891,35861931,-1
ENSBTAG00000013305,,,25,10116901,10147359,-1
ENSBTAG00000003635,SLC35C2,solute carrier family 35 member C2 [Source:VGNC Symbol_Acc:VGNC:54487],13,75079067,75089137,-1
ENSBTAG00000048764,,,21,2219578,2281437,1
ENSBTAG00000021068,SUFU,SUFU negative regulator of hedgehog signaling [Source:VGNC Symbol_Acc:VGNC:35461],26,23107885,23250604,1
ENSBTAG00000003144,KIAA0825,KIAA0825 [Source:VGNC Symbol_Acc:VGNC:30556],7,93522660,93911993,-1
ENSBTAG00000049616,bta-mir-378c,bta-mir-378c [Source:miRBase_Acc:MI0022299],24,31436256,31436324,-1
ENSBTAG00000052419,bta-mir-11995,bta-mir-11995 [Source:miRBase_Acc:MI0038372],21,2254585,2254643,1
ENSBTAG00000005373,TPM1,tropomyosin 1 [Source:NCBI gene (formerly Entrezgene)_Acc:281544],10,46993261,47022836,-1
ENSBTAG00000050716,,,25,10148445,10165587,-1
ENSBTAG00000048351,bta-mir-12051,bta-mir-12051 [Source:miRBase_Acc:MI0038480],24,31512912,31512962,1
ENSBTAG00000052727,,,21,2292086,2293255,1
ENSBTAG00000030169,SUMO2,small ubiquitin like modifier 2 [Source:NCBI gene (formerly Entrezgene)_Acc:286807],19,56285455,56294354,1
ENSBTAG00000021850,NCKIPSD,NCK interacting protein with SH3 domain [Source:VGNC Symbol_Acc:VGNC:31918],22,51201255,51213764,1
ENSBTAG00000050363,,,25,10181051,10189260,-1
ENSBTAG00000053047,,,19,27221316,27228645,1
ENSBTAG00000033312,ADAM3A,ADAM metallopeptidase domain 3A (cyritestin 1) [Source:NCBI gene (formerly Entrezgene)_Acc:100048949],27,34708242,34822419,-1
ENSBTAG00000044080,CPA6,carboxypeptidase A6 [Source:VGNC Symbol_Acc:VGNC:53856],14,31534789,31829014,-1
ENSBTAG00000010166,MIC2,"Bos taurus CD99 molecule (MIC2), mRNA. [Source:RefSeq mRNA_Acc:NM_001281907]",23,27842117,27849003,-1
ENSBTAG00000006107,SLF1,SMC5-SMC6 complex localization factor 1 [Source:VGNC Symbol_Acc:VGNC:52883],7,93950265,94018468,1
ENSBTAG00000030170,JPT1,Jupiter microtubule associated homolog 1 [Source:VGNC Symbol_Acc:VGNC:55841],19,56301937,56318233,1
ENSBTAG00000047990,,major allergen Equ c 1-like [Source:NCBI gene (formerly Entrezgene)_Acc:783399],8,102232455,102238718,1
ENSBTAG00000045868,ZFP37,ZFP37 zinc finger protein [Source:HGNC Symbol_Acc:HGNC:12863],8,102289696,102300174,-1
ENSBTAG00000051176,,,16,45578386,45602488,-1
ENSBTAG00000000088,ALCAM,activated leukocyte cell adhesion molecule [Source:VGNC Symbol_Acc:VGNC:25805],1,49930775,50160291,1
ENSBTAG00000055266,,,8,102312824,102314098,-1
ENSBTAG00000030190,COL6A3,collagen type VI alpha 3 chain [Source:VGNC Symbol_Acc:VGNC:27572],3,116782465,116855219,-1
ENSBTAG00000034045,FMR1NB,FMR1 neighbor [Source:VGNC Symbol_Acc:VGNC:50556],X,30683591,30723113,1
ENSBTAG00000011442,SPAG8,sperm associated antigen 8 [Source:VGNC Symbol_Acc:VGNC:35169],8,59974305,59977270,-1
ENSBTAG00000021846,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:VGNC Symbol_Acc:VGNC:27171],22,51220718,51248173,1
ENSBTAG00000013059,,,22,32169124,32174571,-1
ENSBTAG00000005115,SLC31A2,solute carrier family 31 member 2 [Source:VGNC Symbol_Acc:VGNC:34814],8,102402632,102411013,1
ENSBTAG00000003430,EPO,erythropoietin [Source:VGNC Symbol_Acc:VGNC:28549],25,35873257,35875482,-1
ENSBTAG00000020536,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:VGNC Symbol_Acc:VGNC:29815],6,36309915,36367045,-1
ENSBTAG00000012460,ELF5,E74 like ETS transcription factor 5 [Source:VGNC Symbol_Acc:VGNC:28430],15,65019976,65067265,-1
ENSBTAG00000021071,TRIM8,tripartite motif containing 8 [Source:VGNC Symbol_Acc:VGNC:36352],26,23265725,23279452,1
ENSBTAG00000045115,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],18,36847915,36848001,-1
ENSBTAG00000016944,ADORA2A,adenosine A2a receptor [Source:VGNC Symbol_Acc:VGNC:25687],17,71592531,71608102,-1
ENSBTAG00000021508,LMOD3,leiomodin 3 [Source:VGNC Symbol_Acc:VGNC:30940],22,32416730,32433834,1
ENSBTAG00000001781,TOMM40,translocase of outer mitochondrial membrane 40 [Source:VGNC Symbol_Acc:VGNC:49148],18,52618777,52630573,1
ENSBTAG00000029771,MIR140,microRNA 140 [Source:HGNC Symbol_Acc:HGNC:31527],18,36962003,36962116,1
ENSBTAG00000011527,NT5C,"5', 3'-nucleotidase, cytosolic [Source:VGNC Symbol_Acc:VGNC:32289]",19,56318393,56320652,1
ENSBTAG00000003639,ELMO2,engulfment and cell motility 2 [Source:VGNC Symbol_Acc:VGNC:28439],13,75092070,75130281,-1
ENSBTAG00000018425,PSMD7,"proteasome 26S subunit, non-ATPase 7 [Source:VGNC Symbol_Acc:VGNC:33471]",18,36981270,36989873,-1
ENSBTAG00000027868,DLG2,discs large MAGUK scaffold protein 2 [Source:NCBI gene (formerly Entrezgene)_Acc:100851408],29,11312721,12251182,1
ENSBTAG00000012208,,MHC class I heavy chain [Source:NCBI gene (formerly Entrezgene)_Acc:507917],23,27871206,27875056,1
ENSBTAG00000054856,bta-mir-12011,bta-mir-12011 [Source:miRBase_Acc:MI0038404],15,29299174,29299232,1
ENSBTAG00000026248,POP7,"POP7 homolog, ribonuclease P/MRP subunit [Source:VGNC Symbol_Acc:VGNC:33166]",25,35885025,35886758,-1
ENSBTAG00000021656,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like [Source:NCBI gene (formerly Entrezgene)_Acc:519751],17,71612407,71698165,-1
ENSBTAG00000034402,ACE2,angiotensin I converting enzyme 2 [Source:VGNC Symbol_Acc:VGNC:25535],X,127901491,127951491,1
ENSBTAG00000011444,HINT2,histidine triad nucleotide binding protein 2 [Source:VGNC Symbol_Acc:VGNC:29855],8,59979689,59981974,-1
ENSBTAG00000021506,ARL6IP5,ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:VGNC Symbol_Acc:VGNC:26151],22,32436509,32457970,-1
ENSBTAG00000016202,TREH,trehalase [Source:VGNC Symbol_Acc:VGNC:36297],15,29310821,29323620,-1
ENSBTAG00000005116,FKBP15,FKBP prolyl isomerase 15 [Source:VGNC Symbol_Acc:VGNC:29020],8,102413489,102470040,-1
ENSBTAG00000020467,HRH4,histamine receptor H4 [Source:VGNC Symbol_Acc:VGNC:29956],24,32211669,32225654,-1
ENSBTAG00000004318,ARL3,ADP ribosylation factor like GTPase 3 [Source:VGNC Symbol_Acc:VGNC:26143],26,23292989,23317114,-1
ENSBTAG00000005622,LITAF,lipopolysaccharide induced TNF factor [Source:VGNC Symbol_Acc:VGNC:30911],25,10226637,10273178,-1
ENSBTAG00000014799,ARMC7,armadillo repeat containing 7 [Source:VGNC Symbol_Acc:VGNC:26161],19,56320659,56335696,-1
ENSBTAG00000016717,CEP68,centrosomal protein 68 [Source:VGNC Symbol_Acc:VGNC:27210],11,63443972,63468974,1
ENSBTAG00000001574,GPATCH2,G-patch domain containing 2 [Source:VGNC Symbol_Acc:VGNC:29516],16,20931434,21125771,-1
ENSBTAG00000050252,,,29,46603761,46624255,1
ENSBTAG00000000245,NHSL1,NHS like 1 [Source:VGNC Symbol_Acc:VGNC:32072],9,76205680,76463385,-1
ENSBTAG00000015738,GIGYF1,GRB10 interacting GYF protein 1 [Source:VGNC Symbol_Acc:VGNC:29355],25,35900360,35909574,1
ENSBTAG00000042733,SNORD14,Small nucleolar RNA SNORD14 [Source:RFAM_Acc:RF00016],29,46631023,46631115,1
ENSBTAG00000031725,TNFSF12,TNF superfamily member 12 [Source:VGNC Symbol_Acc:VGNC:55878],19,27283307,27291150,1
ENSBTAG00000015556,UBA3,ubiquitin like modifier activating enzyme 3 [Source:VGNC Symbol_Acc:VGNC:36563],22,32457271,32491697,1
ENSBTAG00000001110,SLC16A5,solute carrier family 16 member 5 [Source:VGNC Symbol_Acc:VGNC:34691],19,56339626,56360049,-1
ENSBTAG00000040590,,,10,47008040,47009992,-1
ENSBTAG00000005386,SLC2A2,solute carrier family 2 member 2 [Source:VGNC Symbol_Acc:VGNC:34800],1,96452471,96483056,1
ENSBTAG00000054404,SNN,stannin [Source:NCBI gene (formerly Entrezgene)_Acc:615361],25,10362511,10362774,1
ENSBTAG00000010123,APOE,apolipoprotein E [Source:VGNC Symbol_Acc:VGNC:52178],18,52637233,52640572,1
ENSBTAG00000000130,TNFSF13,TNF superfamily member 13 [Source:VGNC Symbol_Acc:VGNC:55879],19,27292078,27294941,1
ENSBTAG00000016720,RAB1A,"RAB1A, member RAS oncogene family [Source:VGNC Symbol_Acc:VGNC:33626]",11,63471793,63500632,-1
ENSBTAG00000045094,bta-mir-2323,bta-mir-2323 [Source:miRBase_Acc:MI0011348],17,71652925,71653000,-1
ENSBTAG00000014823,TXNDC11,thioredoxin domain containing 11 [Source:VGNC Symbol_Acc:VGNC:36534],25,10365652,10425944,-1
ENSBTAG00000038381,SLC26A6,solute carrier family 26 member 6 [Source:VGNC Symbol_Acc:VGNC:34781],22,51249161,51259943,1
ENSBTAG00000001538,,,3,116879870,116880307,1
ENSBTAG00000020566,BCR,BCR activator of RhoGEF and GTPase [Source:VGNC Symbol_Acc:VGNC:56808],17,71710952,71794863,-1
ENSBTAG00000017150,EHF,ETS homologous factor [Source:VGNC Symbol_Acc:VGNC:28375],15,65186293,65227768,1
ENSBTAG00000005222,FAM221B,family with sequence similarity 221 member B [Source:VGNC Symbol_Acc:VGNC:28800],8,59988842,59998097,-1
ENSBTAG00000016982,MCOLN3,mucolipin 3 [Source:VGNC Symbol_Acc:VGNC:31320],3,59055510,59090386,1
ENSBTAG00000046350,PKP1,plakophilin 1 [Source:VGNC Symbol_Acc:VGNC:97302],16,79787223,79824967,1
ENSBTAG00000014602,CAMTA1,calmodulin binding transcription activator 1 [Source:VGNC Symbol_Acc:VGNC:26732],16,45620320,45673776,-1
ENSBTAG00000011445,TMEM8B,transmembrane protein 8B [Source:VGNC Symbol_Acc:VGNC:36124],8,60003644,60027284,1
ENSBTAG00000000377,BMX,BMX non-receptor tyrosine kinase [Source:VGNC Symbol_Acc:VGNC:26529],X,127954722,127992190,-1
ENSBTAG00000000131,SENP3,SUMO specific peptidase 3 [Source:NCBI gene (formerly Entrezgene)_Acc:100138267],19,27296635,27304659,1
ENSBTAG00000005815,RNF31,ring finger protein 31 [Source:NCBI gene (formerly Entrezgene)_Acc:509856],10,20992517,21003538,-1
ENSBTAG00000002613,MIS18BP1,MIS18 binding protein 1 [Source:VGNC Symbol_Acc:VGNC:59350],21,54868741,54965815,-1
ENSBTAG00000003035,IMPACT,impact RWD domain protein [Source:VGNC Symbol_Acc:VGNC:30186],24,32256373,32287095,-1
ENSBTAG00000046773,MCOLN2,mucolipin 2 [Source:VGNC Symbol_Acc:VGNC:31319],3,59112071,59159718,1
ENSBTAG00000051047,,,23,27894420,27944257,-1
ENSBTAG00000048705,,,29,11817127,11818459,-1
ENSBTAG00000032821,SCEL,sciellin [Source:VGNC Symbol_Acc:VGNC:34329],12,52683429,52808583,1
ENSBTAG00000027419,,prostaglandin F synthase 1-like [Source:NCBI gene (formerly Entrezgene)_Acc:506594],13,43770425,43784086,1
ENSBTAG00000050864,bta-mir-12042,bta-mir-12042 [Source:miRBase_Acc:MI0038465],25,10372691,10372750,-1
ENSBTAG00000006800,FGF6,fibroblast growth factor 6 [Source:VGNC Symbol_Acc:VGNC:28981],5,105667368,105679381,1
ENSBTAG00000053946,,,18,52642638,52644932,1
ENSBTAG00000040146,,,3,59136182,59136622,-1
ENSBTAG00000020556,APOC4,apolipoprotein C4 [Source:VGNC Symbol_Acc:VGNC:52177],18,52652024,52654402,1
ENSBTAG00000000132,EIF4A1,eukaryotic translation initiation factor 4A1 [Source:VGNC Symbol_Acc:VGNC:28404],19,27305005,27311552,1
ENSBTAG00000030343,FGF23,fibroblast growth factor 23 [Source:VGNC Symbol_Acc:VGNC:28978],5,105717373,105726492,1
ENSBTAG00000037453,20ALPHA-HSD,placental and ovary 20alpha hydroxysteroid dehydrogenase protein [Source:NCBI gene (formerly Entrezgene)_Acc:100139386],13,43804270,43821591,1
ENSBTAG00000001476,,,23,27896902,27905422,1
ENSBTAG00000006538,PTHLH,parathyroid hormone like hormone [Source:VGNC Symbol_Acc:VGNC:33517],5,81846047,81858436,1
ENSBTAG00000016650,TIGAR,TP53 induced glycolysis regulatory phosphatase [Source:VGNC Symbol_Acc:VGNC:35863],5,105732531,105747498,-1
ENSBTAG00000042836,SNORA48,"small nucleolar RNA, H/ACA box 48 [Source:HGNC Symbol_Acc:HGNC:32641]",19,27307596,27307730,1
ENSBTAG00000017316,,,3,22767321,22776664,1
ENSBTAG00000014826,ZC3H7A,zinc finger CCCH-type containing 7A [Source:VGNC Symbol_Acc:VGNC:37108],25,10434094,10460647,-1
ENSBTAG00000050741,,,17,71798189,71800713,-1
ENSBTAG00000009477,PIR,pirin [Source:VGNC Symbol_Acc:VGNC:32915],X,128010530,128108753,1
ENSBTAG00000017277,RAB36,"RAB36, member RAS oncogene family [Source:VGNC Symbol_Acc:VGNC:59360]",17,71800734,71808096,-1
ENSBTAG00000045293,,,19,27308447,27308591,1
ENSBTAG00000022169,PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:VGNC Symbol_Acc:VGNC:33312]",14,31976746,32270936,1
ENSBTAG00000048520,,,21,54970087,54971692,-1
ENSBTAG00000026645,,tripartite motif containing 25-like [Source:NCBI gene (formerly Entrezgene)_Acc:526787],19,56372336,56378527,-1
ENSBTAG00000011898,LTO1,LTO1 maturation factor of ABCE1 [Source:VGNC Symbol_Acc:VGNC:54908],29,46849877,46917259,-1
ENSBTAG00000044856,SNORD10,"small nucleolar RNA, C/D box 10 [Source:HGNC Symbol_Acc:HGNC:32706]",19,27309365,27309505,1
ENSBTAG00000028036,U1,U1 spliceosomal RNA [Source:RFAM_Acc:RF00003],3,22803213,22803376,-1
ENSBTAG00000010550,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:VGNC Symbol_Acc:VGNC:28419],1,96540992,96557978,1
ENSBTAG00000021390,TMEM89,transmembrane protein 89 [Source:VGNC Symbol_Acc:VGNC:36122],22,51261961,51264015,1
ENSBTAG00000042868,SNORA67,"small nucleolar RNA, H/ACA box 67 [Source:HGNC Symbol_Acc:HGNC:10224]",19,27310490,27310633,1
ENSBTAG00000047578,ONECUT3,one cut homeobox 3 [Source:NCBI gene (formerly Entrezgene)_Acc:112447413],7,44101470,44119960,1
ENSBTAG00000004321,SFXN2,sideroflexin 2 [Source:VGNC Symbol_Acc:VGNC:34531],26,23323218,23341592,1
ENSBTAG00000009761,ACTR2,actin related protein 2 [Source:VGNC Symbol_Acc:VGNC:25586],11,63594845,63632511,1
ENSBTAG00000020558,APOC2,apolipoprotein C2 [Source:VGNC Symbol_Acc:VGNC:52176],18,52654220,52657199,1
ENSBTAG00000006530,,,5,81860450,81860701,-1
ENSBTAG00000016649,CCND2,cyclin D2 [Source:VGNC Symbol_Acc:VGNC:26963],5,105763459,105787132,-1
ENSBTAG00000044686,7SK,7SK RNA [Source:RFAM_Acc:RF00100],3,23036894,23037134,1
ENSBTAG00000032059,TGM5,transglutaminase 5 [Source:VGNC Symbol_Acc:VGNC:35812],21,54998020,55031855,-1
ENSBTAG00000053881,,,5,82015976,82016151,1
ENSBTAG00000021231,KCTD2,potassium channel tetramerization domain containing 2 [Source:VGNC Symbol_Acc:VGNC:30509],19,56387312,56398710,-1
ENSBTAG00000000133,CD68,CD68 molecule [Source:VGNC Symbol_Acc:VGNC:27042],19,27312058,27314128,1
ENSBTAG00000019931,,,16,79851015,79853936,1
ENSBTAG00000019096,UQCRC1,ubiquinol-cytochrome c reductase core protein 1 [Source:VGNC Symbol_Acc:VGNC:36695],22,51275073,51283826,1
ENSBTAG00000020229,ATP8B3,ATPase phospholipid transporting 8B3 [Source:VGNC Symbol_Acc:VGNC:55197],7,44124692,44145536,-1
ENSBTAG00000017514,CCND1,cyclin D1 [Source:VGNC Symbol_Acc:VGNC:26962],29,46888863,46898541,1
ENSBTAG00000019927,CYB5R1,cytochrome b5 reductase 1 [Source:VGNC Symbol_Acc:VGNC:97257],16,79860458,79865626,1
ENSBTAG00000007394,RPL22L1,ribosomal protein L22 like 1 [Source:NCBI gene (formerly Entrezgene)_Acc:614872],1,96572443,96576821,1
ENSBTAG00000002487,UBE3A,ubiquitin protein ligase E3A [Source:VGNC Symbol_Acc:VGNC:36599],21,2303028,2366406,-1
ENSBTAG00000005754,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K [Source:VGNC Symbol_Acc:VGNC:33215]",6,36449102,36471153,1
ENSBTAG00000021227,ATP5PD,ATP synthase peripheral stalk subunit d [Source:VGNC Symbol_Acc:VGNC:97244],19,56398798,56404689,1
ENSBTAG00000000134,MPDU1,mannose-P-dolichol utilization defect 1 [Source:VGNC Symbol_Acc:VGNC:31571],19,27315837,27319239,1
ENSBTAG00000009067,DDX6,DEAD-box helicase 6 [Source:VGNC Symbol_Acc:VGNC:27981],15,29361063,29392143,-1
ENSBTAG00000009727,ADIPOR1,adiponectin receptor 1 [Source:VGNC Symbol_Acc:VGNC:25678],16,79870488,79883989,1
ENSBTAG00000050509,,,26,23343222,23344238,-1
ENSBTAG00000018257,APIP,APAF1 interacting protein [Source:VGNC Symbol_Acc:VGNC:26016],15,65403011,65427122,-1
ENSBTAG00000038260,AKR1E2,aldo-keto reductase family 1 member E2 [Source:VGNC Symbol_Acc:VGNC:57038],13,43870665,43881668,-1
ENSBTAG00000055137,,,X,128027410,128028426,-1
ENSBTAG00000014336,WBP1L,WW domain binding protein 1 like [Source:VGNC Symbol_Acc:VGNC:36871],26,23347562,23403774,1
ENSBTAG00000015516,CCDC28A,coiled-coil domain containing 28A [Source:VGNC Symbol_Acc:VGNC:53785],9,76538594,76553785,1
ENSBTAG00000007479,CCDC90B,coiled-coil domain containing 90B [Source:VGNC Symbol_Acc:VGNC:26931],29,12384676,12411725,1
ENSBTAG00000006495,GNB2,G protein subunit beta 2 [Source:VGNC Symbol_Acc:VGNC:29459],25,35909237,35915046,-1
ENSBTAG00000015554,TMF1,TATA element modulatory factor 1 [Source:VGNC Symbol_Acc:VGNC:36132],22,32494168,32525378,1
ENSBTAG00000005461,SOX15,SRY-box transcription factor 15 [Source:VGNC Symbol_Acc:VGNC:35143],19,27319235,27321042,-1
ENSBTAG00000050981,,,2,4399865,4408277,-1
ENSBTAG00000009476,VEGFD,vascular endothelial growth factor D [Source:VGNC Symbol_Acc:VGNC:36786],X,128109102,128155599,1
ENSBTAG00000017704,ABCG2,ATP binding cassette subfamily G member 2 [Source:VGNC Symbol_Acc:VGNC:53683],6,36475377,36603209,1
ENSBTAG00000049558,CYP17A1,"cytochrome P450, family 17, subfamily A, polypeptide 1 [Source:NCBI gene (formerly Entrezgene)_Acc:281739]",26,23411942,23419174,-1
ENSBTAG00000018261,PDHX,pyruvate dehydrogenase complex component X [Source:VGNC Symbol_Acc:VGNC:32695],15,65427261,65502624,1
ENSBTAG00000053641,,,13,43897373,43920366,1
ENSBTAG00000004830,ADAM18,ADAM metallopeptidase domain 18 [Source:VGNC Symbol_Acc:VGNC:55028],27,34864655,34968196,1
ENSBTAG00000005462,FXR2,FMR1 autosomal homolog 2 [Source:VGNC Symbol_Acc:VGNC:55832],19,27322295,27335891,-1
ENSBTAG00000054718,,,13,44422479,44428190,-1
ENSBTAG00000019081,COL7A1,collagen type VII alpha 1 chain [Source:VGNC Symbol_Acc:VGNC:27573],22,51287420,51317102,1
ENSBTAG00000027312,ECT2L,epithelial cell transforming 2 like [Source:VGNC Symbol_Acc:VGNC:28315],9,76575373,76637507,1
ENSBTAG00000052258,,,13,44448439,44475156,-1
ENSBTAG00000047336,,thyrotropin-releasing hormone receptor-like [Source:NCBI gene (formerly Entrezgene)_Acc:100847115],13,75227064,75231292,-1
ENSBTAG00000022681,EOGT,EGF domain specific O-linked N-acetylglucosamine transferase [Source:VGNC Symbol_Acc:VGNC:28515],22,32535096,32575454,1
ENSBTAG00000009726,KLHL12,kelch like family member 12 [Source:VGNC Symbol_Acc:VGNC:54442],16,79889001,79911514,1
ENSBTAG00000003303,MRPL58,mitochondrial ribosomal protein L58 [Source:VGNC Symbol_Acc:VGNC:31652],19,56419751,56426828,-1
ENSBTAG00000014636,ZFHX3,zinc finger homeobox 3 [Source:VGNC Symbol_Acc:VGNC:37157],18,38120563,38362036,1
ENSBTAG00000036113,RSPH14,radial spoke head 14 homolog [Source:VGNC Symbol_Acc:VGNC:34183],17,71816210,71864794,1
ENSBTAG00000008295,ACTL6B,actin like 6B [Source:VGNC Symbol_Acc:VGNC:25576],25,35923271,35934218,1
ENSBTAG00000042231,U6,U6 spliceosomal RNA [Source:RFAM_Acc:RF00026],18,38680352,38680459,-1
ENSBTAG00000013057,CBLB,Cbl proto-oncogene B [Source:VGNC Symbol_Acc:VGNC:26809],1,50258002,50481552,-1
ENSBTAG00000020232,REXO1,RNA exonuclease 1 homolog [Source:VGNC Symbol_Acc:VGNC:55305],7,44150051,44169237,-1
ENSBTAG00000043660,5S_rRNA,5S ribosomal RNA [Source:RFAM_Acc:RF00001],15,29467373,29467462,-1
ENSBTAG00000001391,ANKRD42,ankyrin repeat domain 42 [Source:VGNC Symbol_Acc:VGNC:56256],29,12412710,12472521,-1
ENSBTAG00000052073,SPATA17,spermatogenesis associated 17 [Source:NCBI gene (formerly Entrezgene)_Acc:618365],16,21125785,21357135,1
ENSBTAG00000039466,CDR2L,cerebellar degeneration related protein 2 like [Source:VGNC Symbol_Acc:VGNC:27154],19,56432269,56444629,-1
ENSBTAG00000046320,CXCR5,C-X-C motif chemokine receptor 5 [Source:VGNC Symbol_Acc:VGNC:27857],15,29479402,29493244,1
ENSBTAG00000007075,,"major histocompatibility complex, class I, A-like [Source:NCBI gene (formerly Entrezgene)_Acc:616942]",23,27943564,28059869,1
ENSBTAG00000000634,MLPH,melanophilin [Source:VGNC Symbol_Acc:VGNC:31506],3,116959554,117005443,1
ENSBTAG00000021678,SLC31A1,solute carrier family 31 member 1 [Source:VGNC Symbol_Acc:VGNC:34813],8,102470399,102504614,1
ENSBTAG00000047664,GNAZ,G protein subunit alpha z [Source:VGNC Symbol_Acc:VGNC:58379],17,71827754,71856313,-1
ENSBTAG00000054516,,"steroid 17-alpha-hydroxylase/17,20 lyase [Source:NCBI gene (formerly Entrezgene)_Acc:112444495]",26,23431709,23438006,-1
ENSBTAG00000005138,BCL9L,BCL9 like [Source:VGNC Symbol_Acc:VGNC:58093],15,29495311,29521540,-1
ENSBTAG00000017285,FGF19,fibroblast growth factor 19 [Source:VGNC Symbol_Acc:VGNC:28975],29,46938866,46942676,-1
ENSBTAG00000003791,LPAR3,lysophosphatidic acid receptor 3 [Source:VGNC Symbol_Acc:VGNC:30957],3,59185581,59269352,1
ENSBTAG00000010809,HID1,HID1 domain containing [Source:VGNC Symbol_Acc:VGNC:29847],19,56455015,56475733,1
